Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Research Scientist,4.4,Traveloka,Serang,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Tokopedia, GoJek, Bukalapak",2947,56985,"Join us as a Research Scientist. Required skills: Machine Learning, R, Data Analysis. Duties: Collaborate with other scientists, Analyze experimental data, Develop new methodologies."
Research Scientist,4.1,Gudang Garam,Blitar,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Indofood, Unilever Indonesia, Djarum",3652,49935,"Join us as a Research Scientist. Required skills: Python, R, Machine Learning. Duties: Conduct research and experiments, Publish research findings, Analyze experimental data."
Business Intelligence Analyst,4.9,Telekomunikasi Selular (Telkomsel),Kendari,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"Indosat Ooredoo, PT Telkom Indonesia, XL Axiata",4043,66317,"We need a Business Intelligence Analyst with skills in Data Modeling, Analytics, Dashboarding. Main tasks: Work with business stakeholders, Create and maintain dashboards, Analyze data trends."
UI/UX Developer,5.0,Kalbe Farma,Kupang,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,5407,67133,"Join us as a UI/UX Developer. Required skills: UX Research, UI Design, Adobe XD. Duties: Collaborate with developers, Conduct user research, Work with design tools."
Reinforcement Learning Specialist,3.4,Indomaret,Pangkal Pinang,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Matahari Department Store, Alfamart",5479,61964,"Join our team as a Reinforcement Learning Specialist. Skills required: Reinforcement Learning, TensorFlow, Python. Responsibilities: Optimize RL algorithms, Conduct experiments, Collaborate with data scientists."
Back-end Developer,3.9,XL Axiata,Samarinda,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel), Indosat Ooredoo",4113,69716,"Hiring a Back-end Developer experienced with SQL, Python, Node.js. Responsibilities: Develop server-side logic, Ensure application performance, Collaborate with front-end developers."
Full-stack Developer,3.8,Indomaret,Kendari,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Matahari Department Store, Alfamart",3189,61964,"We need a Full-stack Developer with skills in HTML, JavaScript, CSS. Main tasks: Ensure full-stack performance, Collaborate with designers and developers, Develop both front-end and back-end."
Scrum Master,2.6,Indosat Ooredoo,Metro,Surabaya,10001+ employees,2012,Company - Cooperative,Telecommunications,Telecommunications,"XL Axiata, Telekomunikasi Selular (Telkomsel), PT Telkom Indonesia",6931,85718,"We are looking for a Scrum Master skilled in Scrum, Project Management, Facilitation. Responsibilities include Ensure team productivity, Remove obstacles, Facilitate scrum processes."
Front-end Developer,4.8,Bumi Resources,Yogyakarta,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"Pertamina, PLN (Perusahaan Listrik Negara)",3479,55999,"Seeking a Front-end Developer with skills in JavaScript, CSS, Vue.js. Responsibilities: Optimize front-end performance, Ensure responsive design, Work with HTML, CSS, and JavaScript."
Web Application Developer,3.9,Alfamart,Tegal,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Matahari Department Store, Indomaret",4781,69897,"We are looking for a Web Application Developer skilled in CSS, HTML, APIs. Responsibilities include Ensure application security, Collaborate with designers, Develop web applications."
UI/UX Developer,4.9,Kalbe Farma,Cimahi,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4464,67133,"Join us as a UI/UX Developer. Required skills: UI Design, UX Research, Prototyping. Duties: Design user interfaces and experiences, Create prototypes, Work with design tools."
Interaction Designer,4.8,Sampoerna,Gunungsitoli,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Djarum, Unilever Indonesia, Indofood",1687,25742,"We are looking for an Interaction Designer skilled in Adobe XD, Prototyping, User Testing. Responsibilities include Work with design tools, Collaborate with developers, Design interactive experiences."
Web Application Developer,4.0,Unilever Indonesia,Makassar,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Indofood, Gudang Garam, Sampoerna",5612,69737,"We are looking for a Web Application Developer skilled in JavaScript, Web Development, APIs. Responsibilities include Develop web applications, Optimize web application performance, Work with JavaScript and APIs."
Machine Learning Engineer,3.1,Bank Mandiri,Magelang,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA), Bank Negara Indonesia (BNI)",4535,79344,"Join our team as a Machine Learning Engineer. Skills required: NLP, Deep Learning, Scikit-Learn. Responsibilities: Deploy ML solutions, Develop machine learning models, Optimize ML algorithms."
Data Scientist,4.6,Tokopedia,Cilegon,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, GoJek, Bukalapak",230,3915,"We are looking for a Data Scientist to join our team. Requirements: Experience in SQL, Data Analysis, R. Responsibilities: Collaborate with cross-functional teams, Work with large datasets, Analyze data to drive insights."
Data Mining Engineer,3.9,Kalbe Farma,Jayapura,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4829,67133,"Seeking a Data Mining Engineer proficient in Data Mining, R, Algorithms. Responsibilities include Develop data mining models, Analyze large datasets, Provide actionable insights."
Full-stack Developer,3.2,Bumi Resources,Ambon,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",3971,55999,"We need a Full-stack Developer with skills in Node.js, CSS, JavaScript. Main tasks: Work with HTML, CSS, JavaScript, and server-side languages, Collaborate with designers and developers, Ensure full-stack performance."
Interaction Designer,3.5,Ciputra Development,Samarinda,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,403,5075,"We are looking for an Interaction Designer skilled in Prototyping, Interaction Design, User Testing. Responsibilities include Ensure interaction quality, Work with design tools, Collaborate with developers."
Graphic Designer,3.5,Sinar Mas Group,Singkawang,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2225,28105,"Seeking a Graphic Designer proficient in Creativity, Graphic Design, Illustrator. Responsibilities: Create visual designs, Collaborate with marketing teams, Ensure design quality."
Reinforcement Learning Specialist,3.5,Traveloka,Jakarta,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Tokopedia, Bukalapak, GoJek",4800,56985,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, TensorFlow, Reinforcement Learning. Responsibilities: Develop RL models, Work with TensorFlow and PyTorch, Collaborate with data scientists."
Motion Graphics Designer,3.1,GoJek,Ambon,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Tokopedia, Bukalapak",3338,42110,"Join us as a Motion Graphics Designer. Required skills: Motion Graphics, Creativity, Animation. Duties: Create motion graphics, Develop visual content, Work with animation tools."
Reinforcement Learning Specialist,4.4,Blue Bird Group,Kupang,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",1627,29347,"Join our team as a Reinforcement Learning Specialist. Skills required: Reinforcement Learning, Algorithms, Machine Learning. Responsibilities: Optimize RL algorithms, Work with TensorFlow and PyTorch, Conduct experiments."
UX Designer,4.3,Astra International,Balikpapan,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Blue Bird Group, Garuda Indonesia",1655,27435,"We need a UX Designer with skills in Adobe XD, UX Research, Wireframing. Main tasks: Conduct user research, Design user experiences, Create wireframes and prototypes."
NLP Engineer (Natural Language Processing),5.0,Ciputra Development,Cirebon,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,447,5075,"Join us as an NLP Engineer. Required skills: SpaCy, NLP, Text Mining. Duties: Deploy NLP solutions, Use NLP libraries, Work with text data."
Robotics Engineer,2.5,Indomaret,Samarinda,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",3303,61964,"Seeking a Robotics Engineer proficient in ROS, C++, Python. Responsibilities include Work with control systems, Develop robotics solutions, Collaborate with other engineers."
Data Mining Engineer,4.7,Indomaret,Madiun,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",4342,61964,"Seeking a Data Mining Engineer proficient in Algorithms, Python, Data Mining. Responsibilities include Provide actionable insights, Develop data mining models, Analyze large datasets."
Program Manager,4.7,Astra International,Padang Panjang,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Blue Bird Group, Garuda Indonesia",1806,27435,"Join us as a Program Manager. Required skills: Agile, Scrum, Program Management. Duties: Ensure program delivery, Manage programs, Manage program budgets."
Research Scientist,2.8,GoJek,Lhokseumawe,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Bukalapak, Tokopedia",2504,42110,"Join us as a Research Scientist. Required skills: Machine Learning, Statistics, R. Duties: Collaborate with other scientists, Publish research findings, Analyze experimental data."
Deep Learning Engineer,3.9,Indofood,Padang,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Sampoerna, Gudang Garam, Unilever Indonesia",2194,41264,"Hiring a Deep Learning Engineer experienced with Deep Learning, Neural Networks, Python. You will be responsible for Collaborate with data scientists, Deploy DL solutions, Optimize neural networks."
Technical Project Manager,3.1,Djarum,Bau-Bau,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Indofood, Unilever Indonesia, Sampoerna",4041,52425,"Seeking a Technical Project Manager proficient in Scrum, Technical Background, Project Management. Responsibilities include Ensure project delivery, Manage technical projects, Work with cross-functional teams."
Interaction Designer,3.5,Sampoerna,Payakumbuh,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Unilever Indonesia, Indofood, Gudang Garam",2310,25742,"We are looking for an Interaction Designer skilled in UI Design, Prototyping, Adobe XD. Responsibilities include Collaborate with developers, Ensure interaction quality, Work with design tools."
Deep Learning Engineer,4.7,Tokopedia,Sungai Penuh,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"GoJek, Bukalapak, Traveloka",327,3915,"Hiring a Deep Learning Engineer experienced with TensorFlow, Python, Deep Learning. You will be responsible for Deploy DL solutions, Collaborate with data scientists, Optimize neural networks."
Data Scientist,4.8,PT Telkom Indonesia,Batam,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), XL Axiata, Indosat Ooredoo",122,2421,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, SQL, Python. Responsibilities: Work with large datasets, Communicate findings to stakeholders, Collaborate with cross-functional teams."
Big Data Specialist,4.3,Telekomunikasi Selular (Telkomsel),Tangerang,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"Indosat Ooredoo, XL Axiata, PT Telkom Indonesia",5888,66317,"We are looking for a Big Data Specialist skilled in Big Data, Spark, NoSQL. Responsibilities include Develop big data solutions, Ensure data scalability, Collaborate with data engineers."
Program Manager,3.3,Traveloka,Pasuruan,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Tokopedia, Bukalapak, GoJek",4794,56985,"Join us as a Program Manager. Required skills: Scrum, Agile, Program Management. Duties: Manage programs, Coordinate multiple projects, Communicate with stakeholders."
UX Designer,4.3,Kalbe Farma,Tual,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4455,67133,"We need a UX Designer with skills in Sketch, Adobe XD, Wireframing. Main tasks: Create wireframes and prototypes, Ensure usability, Conduct user research."
Interaction Designer,2.8,Bank Negara Indonesia (BNI),Surakarta,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA), Bank Mandiri",5883,86365,"We are looking for an Interaction Designer skilled in Interaction Design, User Testing, Prototyping. Responsibilities include Create prototypes, Work with design tools, Collaborate with developers."
IT Project Manager,3.1,Ciputra Development,Sawah Lunto,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,335,5075,"Join our team as an IT Project Manager. Skills required: Technical Background, Leadership, Scrum. Responsibilities: Work with IT teams, Manage project budgets, Ensure project success."
