Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
JavaScript Developer,3.2,Bank Negara Indonesia (BNI),"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,E-commerce,Business Services,-1,98.0,64.3,"Hiring a JavaScript Developer proficient in Vue.js, JavaScript, React. Responsibilities: Collaborate with other developers, Develop applications using JavaScript, Work with frameworks like React and Node.js."
Technical Project Manager,3.1,Djarum,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Private,Software,Business Services,-1,131.8,83.3,"Seeking a Technical Project Manager proficient in Scrum, Technical Background, Leadership. Responsibilities include Manage project timelines, Communicate with stakeholders, Manage technical projects."
Interaction Designer,4.1,Indofood,"Yogyakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Technology,None,113.1,16.2,"We are looking for an Interaction Designer skilled in User Testing, Adobe XD, Interaction Design. Responsibilities include Ensure interaction quality, Create prototypes, Collaborate with developers."
Data Scientist,4.1,Blue Bird Group,"Bali, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Public,Software,Business Services,None,111.0,55.5,"We are looking for a Data Scientist to join our team. Requirements: Experience in Data Analysis, Machine Learning, Python. Responsibilities: Develop predictive models, Collaborate with cross-functional teams, Analyze data to drive insights."
Brand Designer,2.7,Bukalapak,"Bali, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,None,101.5,37.6,"Hiring a Brand Designer proficient in Graphic Design, Creativity, Visual Design. Responsibilities: Develop branding materials, Create visual identities, Ensure brand consistency."
Data Mining Engineer,3.9,Lippo Group,"Bali, Indonesia","Jakarta, Indonesia",10001+ employees,2013,Company - Private,Information Technology,Business Services,None,91.3,38.2,"Seeking a Data Mining Engineer proficient in SQL, R, Algorithms. Responsibilities include Optimize algorithms, Provide actionable insights, Analyze large datasets."
Back-end Developer,3.3,Unilever Indonesia,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Technology,None,50.0,100.0,"Hiring a Back-end Developer experienced with Node.js, Java, SQL. Responsibilities: Ensure application performance, Develop server-side logic, Work with databases."
Web Developer,4.1,Djarum,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,Information Technology,Business Services,-1,135.7,99.9,"We need a Web Developer proficient in React, HTML, JavaScript. Responsibilities: Develop and maintain websites, Ensure website performance, Collaborate with designers."
Data Mining Engineer,4.5,GoJek,"Jakarta, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2011,Company - Public,Information Technology,Business Services,-1,60.8,34.5,"Seeking a Data Mining Engineer proficient in Algorithms, Python, R. Responsibilities include Optimize algorithms, Analyze large datasets, Work with data scientists."
JavaScript Developer,4.9,Djarum,"Bali, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Business Services,None,103.7,29.1,"Hiring a JavaScript Developer proficient in Angular, Vue.js, Node.js. Responsibilities: Collaborate with other developers, Ensure code quality, Work with frameworks like React and Node.js."
Data Analyst,4.9,Indosat Ooredoo,"Jakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2010,Company - Private,Information Technology,Business Services,-1,131.0,90.6,"Seeking a Data Analyst proficient in Tableau, SQL, Data Visualization. Responsibilities include Support data-driven decision making, Analyze business data, Create reports and dashboards."
Graphic Designer,3.3,Djarum,"Surabaya, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2013,Company - Private,Software,Business Services,None,55.2,98.1,"Seeking a Graphic Designer proficient in Creativity, InDesign, Graphic Design. Responsibilities: Develop branding materials, Work with design tools, Create visual designs."
Machine Learning Engineer,3.6,Bukalapak,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Private,E-commerce,Technology,None,82.1,75.0,"Join our team as a Machine Learning Engineer. Skills required: Python, TensorFlow, Scikit-Learn. Responsibilities: Optimize ML algorithms, Develop machine learning models, Collaborate with data scientists."
Technical Project Manager,4.8,Alfamart,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2009,Company - Private,E-commerce,Technology,None,76.1,34.7,"Seeking a Technical Project Manager proficient in Technical Background, Leadership, Project Management. Responsibilities include Manage project timelines, Manage technical projects, Ensure project delivery."
Research Scientist,4.7,Blue Bird Group,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Technology,-1,63.2,77.4,"Join us as a Research Scientist. Required skills: Statistics, Machine Learning, R. Duties: Conduct research and experiments, Develop new methodologies, Publish research findings."
UI Designer,3.6,Indomaret,"Jakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Business Services,None,124.3,35.0,"Hiring a UI Designer experienced with UI Design, Sketch, Figma. Responsibilities: Ensure design consistency, Work with design tools, Design user interfaces."
Deep Learning Engineer,5.0,Bukalapak,"Yogyakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2011,Company - Private,E-commerce,Technology,None,113.9,77.2,"Hiring a Deep Learning Engineer experienced with Keras, Deep Learning, Python. You will be responsible for Optimize neural networks, Deploy DL solutions, Collaborate with data scientists."
Full-stack Developer,3.2,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Yogyakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2010,Company - Private,E-commerce,Technology,None,126.8,64.7,"We need a Full-stack Developer with skills in React, HTML, Node.js. Main tasks: Optimize full-stack applications, Work with HTML, CSS, JavaScript, and server-side languages, Develop both front-end and back-end."
UI/UX Developer,4.9,Gudang Garam,"Surabaya, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Private,E-commerce,Technology,-1,62.8,55.0,"Join us as a UI/UX Developer. Required skills: Prototyping, UX Research, UI Design. Duties: Design user interfaces and experiences, Conduct user research, Work with design tools."
UX Designer,3.6,XL Axiata,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,None,90.1,85.8,"We need a UX Designer with skills in Prototyping, Wireframing, UX Research. Main tasks: Conduct user research, Collaborate with developers, Design user experiences."
Computer Vision Engineer,3.4,Traveloka,"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2011,Company - Private,E-commerce,Business Services,-1,95.2,81.2,"We are looking for a Computer Vision Engineer skilled in Python, Deep Learning, OpenCV. Responsibilities include Collaborate with data scientists, Use OpenCV and TensorFlow, Develop computer vision models."
Data Analyst,4.6,Matahari Department Store,"Jakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,Information Technology,Technology,-1,54.3,59.0,"Seeking a Data Analyst proficient in Power BI, Tableau, Data Visualization. Responsibilities include Identify trends and patterns, Analyze business data, Create reports and dashboards."
Data Analyst,3.4,Kalbe Farma,"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2012,Company - Public,Information Technology,Business Services,-1,70.4,73.5,"Seeking a Data Analyst proficient in Data Visualization, SQL, Excel. Responsibilities include Identify trends and patterns, Work with SQL and Excel, Create reports and dashboards."
Big Data Specialist,3.8,Sampoerna,"Jakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Private,E-commerce,Business Services,-1,84.8,12.6,"We are looking for a Big Data Specialist skilled in Spark, Python, Hadoop. Responsibilities include Collaborate with data engineers, Develop big data solutions, Work with Hadoop and Spark."
Web Application Developer,4.7,Bank Central Asia (BCA),"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2012,Company - Public,Information Technology,Business Services,-1,115.1,14.7,"We are looking for a Web Application Developer skilled in JavaScript, HTML, Web Development. Responsibilities include Ensure application security, Develop web applications, Work with JavaScript and APIs."
Web Application Developer,2.6,Ciputra Development,"Yogyakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Public,Software,Technology,-1,130.2,11.6,"We are looking for a Web Application Developer skilled in JavaScript, Web Development, APIs. Responsibilities include Develop web applications, Ensure application security, Collaborate with designers."
Motion Graphics Designer,4.6,Indosat Ooredoo,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2012,Company - Private,E-commerce,Technology,-1,128.5,14.0,"Join us as a Motion Graphics Designer. Required skills: Creativity, Motion Graphics, Cinema 4D. Duties: Work with animation tools, Create motion graphics, Collaborate with video production teams."
Big Data Specialist,4.9,Matahari Department Store,"Bandung, Indonesia","Bali, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Technology,None,137.8,17.7,"We are looking for a Big Data Specialist skilled in NoSQL, Python, Spark. Responsibilities include Ensure data scalability, Develop big data solutions, Work with Hadoop and Spark."
Graphic Designer,2.9,Ciputra Development,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Private,E-commerce,Technology,-1,134.1,66.9,"Seeking a Graphic Designer proficient in Illustrator, Adobe Photoshop, Creativity. Responsibilities: Collaborate with marketing teams, Develop branding materials, Work with design tools."
Reinforcement Learning Specialist,3.9,Bank Central Asia (BCA),"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Technology,None,53.9,16.9,"Join our team as a Reinforcement Learning Specialist. Skills required: Reinforcement Learning, Python, TensorFlow. Responsibilities: Optimize RL algorithms, Collaborate with data scientists, Work with TensorFlow and PyTorch."
Full-stack Developer,3.9,XL Axiata,"Jakarta, Indonesia","Bali, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Business Services,None,92.0,11.5,"We need a Full-stack Developer with skills in HTML, JavaScript, React. Main tasks: Ensure full-stack performance, Develop both front-end and back-end, Collaborate with designers and developers."
Graphic Designer,2.9,Ciputra Development,"Jakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2009,Company - Public,Software,Business Services,None,79.2,80.8,"Seeking a Graphic Designer proficient in InDesign, Adobe Photoshop, Graphic Design. Responsibilities: Develop branding materials, Collaborate with marketing teams, Work with design tools."
NLP Engineer (Natural Language Processing),2.7,Bukalapak,"Bandung, Indonesia","Bali, Indonesia",1001 to 5000 employees,2009,Company - Public,Information Technology,Technology,-1,70.3,39.5,"Join us as an NLP Engineer. Required skills: NLTK, SpaCy, Text Mining. Duties: Use NLP libraries, Work with text data, Deploy NLP solutions."
UI Designer,4.2,PT Telkom Indonesia,"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,Software,Business Services,None,97.7,90.8,"Hiring a UI Designer experienced with UI Design, Figma, Adobe XD. Responsibilities: Work with design tools, Design user interfaces, Collaborate with developers."
Web Developer,2.6,Lippo Group,"Jakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Technology,None,136.5,26.1,"We need a Web Developer proficient in HTML, React, CSS. Responsibilities: Develop and maintain websites, Optimize web applications, Collaborate with designers."
Interaction Designer,3.5,Bank Central Asia (BCA),"Bali, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Business Services,None,100.6,84.6,"We are looking for an Interaction Designer skilled in User Testing, UI Design, Adobe XD. Responsibilities include Design interactive experiences, Ensure interaction quality, Work with design tools."
UI Designer,4.3,Garuda Indonesia,"Bali, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Business Services,None,132.9,91.6,"Hiring a UI Designer experienced with Figma, Prototyping, UI Design. Responsibilities: Ensure design consistency, Create prototypes, Design user interfaces."
